generic_name,dosage_form,strength,therapeutic_category,who_list_section,notes,unit,reorder_level
equivalent to 245 mg tenofovir disoproxil),Tablet,600 mg + 200 mg + 300 mg (tenofovir disoproxil fumarate,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
equivalent to 245 mg tenofovir disoproxil),Tablet,400 mg + 300 mg + 300 mg (tenofovir disoproxil fumarate,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
efavirenz + lamivudine + tenofovir,Tablet,30 mg + 60 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
efavirenz + lamivudine + tenofovir,Tablet,150 mg + 300 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
isoniazid + pyridoxine + sulfamethoxazole +,Tablet,300 mg + 25 mg + 800 mg + 160 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,25
trimethoprim,Injection,800 mg and 1 g in 10 mL,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,vial,20
trimethoprim,Solid,200 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,20
trimethoprim,Solid,400 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,20
trimethoprim,Solid,600 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,20
trimethoprim,Tablet,450 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
trimethoprim,Capsule,30 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
trimethoprim,Capsule,45 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
trimethoprim,Capsule,75 mg (as phosphate),WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
infection in critically ill hospitalized patients,Powder,50 mg/mL,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,packet,20
infection in critically ill hospitalized patients,Tablet,450 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
infection in critically ill hospitalized patients,Oral liquid,0.05 mg/mL,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,bottle,20
entecavir,Tablet,0.5 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
entecavir,Tablet,1 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
entecavir,Tablet,300 mg (tenofovir disoproxil fumarate – equivalent to,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
tenofovir disoproxil fumarate,Tablet,30 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
tenofovir disoproxil fumarate,Tablet,60 mg (as hydrochloride),WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
tenofovir disoproxil fumarate,Tablet,60 mg + 400 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
tenofovir disoproxil fumarate,Tablet,100 mg + 40 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
glecaprevir + pibrentasvir,Granules,50 mg + 20 mg in sachet,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,packet,20
glecaprevir + pibrentasvir,Tablet,200 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
glecaprevir + pibrentasvir,Tablet,400 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
ravidasvir,Tablet,200 mg + 50 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
ravidasvir,Tablet,400 mg + 100 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
ravidasvir,Tablet,90 mg + 400 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
ravidasvir,Injection,800 mg and 1 g in 10 mL,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,vial,20
ravidasvir,ribavirin*,200 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,20
ravidasvir,ribavirin*,400 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,20
ravidasvir,ribavirin*,600 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,20
anti-viral medicines,Tablet,500 mg (furoate),WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
diloxanide a,Therapeutic,Oral liquid: 200 mg/5 mL (as benzoate),WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,20
diloxanide a,Powder for injection,50 mg (liposomal complex) in vial,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,vial,20
diloxanide a,Powder for injection,50 mg (as sodium deoxycholate) in vial,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,vial,20
diloxanide a,Injection,1.5 g/5 mL in 5 mL ampoule,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,vial,20
diloxanide a,miltefosine,10 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,20
diloxanide a,miltefosine,50 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,20
diloxanide a,paromomycin,750 mg of paromomycin base,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,20
diloxanide a,Injection,100 mg/mL in 30 mL vial,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,vial,20
diloxanide a,Tablet,153 mg or 200 mg (as hydrochloride),WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
diloxanide a,Oily injection,80 mg/mL in 1 mL ampoule,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,vial,20
diloxanide a,Tablet,20 mg + 120 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
diloxanide a,Injection,"ampoules, containing 60 mg anhydrous artesunic acid",WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,vial,20
diloxanide a,Rectal,50 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,20
diloxanide a,Rectal,100 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,20
diloxanide a,Rectal,200 mg capsules (for,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,20
diloxanide a,Tablet,50 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
diloxanide a,Tablet,25 mg + 67.5 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
diloxanide a,Tablet,50 mg + 135 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
diloxanide a,Tablet,100 mg + 270 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
as 153 mg or 200 mg (as hydrochloride) with 50 mg artesunate,Tablet,25 mg + 55 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
as 153 mg or 200 mg (as hydrochloride) with 50 mg artesunate,Tablet,100 mg + 220 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
as 153 mg or 200 mg (as hydrochloride) with 50 mg artesunate,Granules,20 mg + 60 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,packet,20
as 153 mg or 200 mg (as hydrochloride) with 50 mg artesunate,Tablet,60 mg + 180 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
as 153 mg or 200 mg (as hydrochloride) with 50 mg artesunate,Oral liquid,50 mg/5 mL (as phosphate or sulfate),WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,bottle,20
as 153 mg or 200 mg (as hydrochloride) with 50 mg artesunate,Tablet,100 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
as 153 mg or 200 mg (as hydrochloride) with 50 mg artesunate,Tablet,150 mg (as phosphate or sulfate),WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
as 153 mg or 200 mg (as hydrochloride) with 50 mg artesunate,Tablet,20 mg + 160 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
as 153 mg or 200 mg (as hydrochloride) with 50 mg artesunate,Tablet,40 mg + 320 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
dihydroartemisinin + piperaquine phosphate a,Capsule,100 mg (as hydrochloride or hyclate),WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
dihydroartemisinin + piperaquine phosphate a,doxycycline*,100 mg (as monohydrate),WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,20
dihydroartemisinin + piperaquine phosphate a,Tablet,250 mg (as hydrochloride),WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
dihydroartemisinin + piperaquine phosphate a,Tablet,7.5 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
dihydroartemisinin + piperaquine phosphate a,Tablet,15 mg (as diphosphate),WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
dihydroartemisinin + piperaquine phosphate a,Injection,300 mg/mL (hydrochloride) in 2 mL ampoule,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,vial,20
dihydroartemisinin + piperaquine phosphate a,Tablet,300 mg (sulfate) or 300 mg (bisulfate),WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
dihydroartemisinin + piperaquine phosphate a,Tablet,500 mg + 25 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
dihydroartemisinin + piperaquine phosphate a,Oral liquid,50 mg/5 mL (as phosphate or sulfate),WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,bottle,20
dihydroartemisinin + piperaquine phosphate a,Tablet,150 mg (as phosphate or sulfate),WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
dihydroartemisinin + piperaquine phosphate a,Solid,100 mg (as hydrochloride or hyclate),WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,20
doxycycline a,Tablet,250 mg (as hydrochloride),WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
mefloquine a,Tablet,100 mg (as hydrochloride),WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
mefloquine a,Tablet,250 mg + 12.5 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
mefloquine a,Tablet,500 mg + 25 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
mefloquine a,Tablet,25 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
mefloquine a,Tablet,500 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
mefloquine a,Injection,80 mg + 16 mg/mL in 5 mL ampoule,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,vial,20
mefloquine a,Injection,80 mg +,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,vial,20
mefloquine a,Oral liquid,200 mg + 40 mg/5 mL,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,bottle,20
mefloquine a,Tablet,100 mg + 20 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
mefloquine a,Tablet,400 mg + 80 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
mefloquine a,Tablet,800 mg + 160 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
mefloquine a,Tablet,200 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
mefloquine a,Tablet,300 mg (as isethionate),WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
mefloquine a,Tablet,600 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
mefloquine a,Powder for injection,300 mg (as isetionate) in vial,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,vial,20
mefloquine a,Powder for injection,1 g in vial,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,vial,20
mefloquine a,Injection,200 mg/mL (hydrochloride) in 50 mL bottle,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,vial,20
mefloquine a,Injection,180 mg/5 mL in 5 mL ampoule (3.6% solution),WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,vial,20
mefloquine a,Tablet,30 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
mefloquine a,Tablet,120 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
mefloquine a,Tablet,12.5 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,20
benznidazole,Tablet,50 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,25
benznidazole,Tablet,100 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,25
benznidazole,nifurtimox,30 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,25
benznidazole,nifurtimox,120 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,25
benznidazole,Tablet,3 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,strip,25
benznidazole,ansuvimab,400 mg,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,25
benznidazole,Injection,241.7 mg + 241.7 mg + 241.7 mg in 14.5 mL vial,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,vial,25
benznidazole,The,living guideline is available online at: https://app.magicapp.org/#/guideline/nBkO1E,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,25
benznidazole,The,living guideline is available online at: https://app.magicapp.org/#/guideline/L6RxYL,WHO EML 2023,Complementary,6. ANTI-INFECTIVE MEDICINES,unit,25
benznidazole,Tablet,300 mg to 500 mg,WHO EML 2023,Core,7. ANTIMIGRAINE MEDICINES,strip,25
benznidazole,Oral liquid,100 mg/5 mL,WHO EML 2023,Core,7. ANTIMIGRAINE MEDICINES,bottle,25
benznidazole,Tablet,200 mg,WHO EML 2023,Core,7. ANTIMIGRAINE MEDICINES,strip,25
benznidazole,Tablet,400 mg,WHO EML 2023,Core,7. ANTIMIGRAINE MEDICINES,strip,25
benznidazole,Oral liquid,120 mg/5 mL or 125 mg/5 mL*,WHO EML 2023,Core,7. ANTIMIGRAINE MEDICINES,bottle,25
benznidazole,Oral liquid,250 mg/5 mL,WHO EML 2023,Core,7. ANTIMIGRAINE MEDICINES,bottle,25
paracetamol (acetaminophen),Suppository,250 mg,WHO EML 2023,Core,7. ANTIMIGRAINE MEDICINES,unit,20
paracetamol (acetaminophen),Tablet,250 mg,WHO EML 2023,Core,7. ANTIMIGRAINE MEDICINES,strip,20
paracetamol (acetaminophen),Tablet,325 mg,WHO EML 2023,Core,7. ANTIMIGRAINE MEDICINES,strip,20
paracetamol (acetaminophen),Tablet,500 mg,WHO EML 2023,Core,7. ANTIMIGRAINE MEDICINES,strip,20
paracetamol (acetaminophen),Tablet,"100 mg, 250 mg",WHO EML 2023,Core,7. ANTIMIGRAINE MEDICINES,strip,20
paracetamol (acetaminophen),Tablet,50 mg,WHO EML 2023,Core,7. ANTIMIGRAINE MEDICINES,strip,20
paracetamol (acetaminophen),Tablet,20 mg,WHO EML 2023,Core,7. ANTIMIGRAINE MEDICINES,strip,20
paracetamol (acetaminophen),Tablet,40 mg (hydrochloride),WHO EML 2023,Core,7. ANTIMIGRAINE MEDICINES,strip,20
paracetamol (acetaminophen),Oral liquid,10 mg/mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,bottle,20
paracetamol (acetaminophen),Powder for injection,50 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
paracetamol (acetaminophen),Powder for injection,100 mg (as sodium salt) in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
azathioprine,Tablet,25 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
azathioprine,Tablet,50 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
azathioprine,Capsule,25 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
azathioprine,ciclosporin,50 mg/mL in 1 mL ampoule,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
azathioprine,Oral liquid,100 mg/mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,bottle,20
azathioprine,Capsule,0.5 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
azathioprine,Capsule,0.75 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
azathioprine,Capsule,1 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
azathioprine,Capsule,2 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
tacrolimus,Granules,0.2 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,packet,20
tacrolimus,Granules,1 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,packet,20
tacrolimus,Injection,5 mg/mL in 1 mL vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
tacrolimus,Concentrate,1 mg/mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
tacrolimus,Concentrate,2 mg/mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
arsenic trioxide,asparaginase*,10 000 IU in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
arsenic trioxide,Injection,45 mg/0.5 mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
arsenic trioxide,Injection,180 mg/2 mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
bendamustine,Powder for injection,15 000 IU (as sulfate) in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
bleomycin,Injection,3 mg/mL in 10 mL ampoule,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
bleomycin,Injection,7.5 mg/mL in 2 mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
bleomycin,Tablet,5 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
bleomycin,Tablet,15 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
bleomycin,Tablet,25 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
calcium folinate (leucovorin calcium),Tablet,150 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
calcium folinate (leucovorin calcium),Tablet,500 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
capecitabine,Injection,50 mg/5 mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
capecitabine,Injection,150 mg/15 mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
capecitabine,Injection,450 mg/45 mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
capecitabine,Tablet,2 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
chlorambucil,Injection,10 mg/10 mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
chlorambucil,Injection,20 mg/20 mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
chlorambucil,Injection,50 mg/50 mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
chlorambucil,Powder for injection,500 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
chlorambucil,Powder for injection,1 g,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
chlorambucil,Powder for injection,2 g in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
chlorambucil,Solid,25 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
chlorambucil,Solid,50 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
cyclophosphamide,Injection,100 mg/mL in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
cyclophosphamide,Powder for injection,100 mg in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
cyclophosphamide,Powder for injection,100 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
cyclophosphamide,Powder for injection,200 mg in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
dacarbazine,Powder for injection,500 micrograms in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
dacarbazine,Injection,2 mg/mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
dacarbazine,Injection,5 mg/mL (as hydrochloride) in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
dacarbazine,Powder for injection,20 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
dacarbazine,Powder for injection,50 mg (as hydrochloride) in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
daunorubicin,Injection,20 mg/mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
daunorubicin,Injection,40 mg/mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
daunorubicin,Injection,2 mg/mL (hydrochloride) in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
daunorubicin,Powder for injection,10 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
daunorubicin,Powder for injection,50 mg (hydrochloride) in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
doxorubicin,Injection,"2 mg/mL (hydrochloride) in 10 mL, 25 mL vial",WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
doxorubicin (as pegylated liposomal),Capsule,"50 mg, 100 mg",WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
doxorubicin (as pegylated liposomal),Injection,20 mg/mL in 5 mL ampoule,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
doxorubicin (as pegylated liposomal),Powder for injection,100 mg (as phosphate) in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
etoposide,Powder for injection,50 mg (phosphate) in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
etoposide,Tablet,10 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
etoposide,Injection,50 mg/mL in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
etoposide,Powder for injection,200 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
etoposide,Powder for injection,1 g in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
gemcitabine,Solid,100 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
gemcitabine,Solid,200 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
gemcitabine,Solid,300 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
gemcitabine,Solid,400 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
hydroxycarbamide (hydroxyurea),Powder for injection,500 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
hydroxycarbamide (hydroxyurea),Powder for injection,1 g,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
hydroxycarbamide (hydroxyurea),Powder for injection,2 g in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
ifosfamide,Injection,40 mg/2 mL in 2 mL vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
ifosfamide,Injection,100 mg/5 mL in 5 mL vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
irinotecan,Tablet,2 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
irinotecan,melphalan,50 mg in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
irinotecan,Tablet,50 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
irinotecan,Oral liquid,20 mg/mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,bottle,20
mercaptopurine,Concentrated,1000 mg/10 mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
mercaptopurine,Injection,50mg/2 mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
mercaptopurine,Powder for injection,50 mg (as sodium) in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
mercaptopurine,Tablet,2.5 mg (as sodium),WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
methotrexate,Injection,50 mg/10 mL in 10 mL vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
methotrexate,Injection,100 mg/20 mL in 20 mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
methotrexate,oxaliplatin,50 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
